Lord ID,Name,Division,Alliance ID,Alliance Tag,Current Power,Power,Merits,Units Killed,Units Dead,Units Healed,T1 Kill Count,T2 Kill Count,T3 Kill Count,T4 Kill Count,T5 Kill Count,Building Power,Hero Power,Legion Power,Tech Power,Victories,Defeats,City Sieges,Scouted,Helps Given,Gold,Gold Spent,Wood,Wood Spent,Ore,Ore Spent,Mana,Mana Spent,Gems,Gems Spent,Resources Given,Resources Given Count,City Level,Faction
4940809,Lady bug,106,197524,MLS,"4,85,22,170","4,85,22,170","10,708","19,11,794","19,143","2,50,17,122","1,37,841","60,605","1,87,463","13,26,410","1,93,250","1,51,42,087","36,20,360","1,40,97,858","1,56,61,865","21,616","1,831",4,30,"42,806","1,90,01,39,244","2,31,90,41,817","1,76,73,90,863","2,22,69,43,442","1,45,17,39,217","1,73,41,74,174","71,47,55,565","1,06,77,47,636","34,959","2,35,088","50,00,001",1,25,League of Order
13349850,Americano 123,106,197524,MLS,"4,84,31,975","4,84,37,779","24,77,578","3,38,78,973","16,25,178","11,46,94,731","24,75,639","4,93,179","11,24,479","2,49,59,897","47,27,217","1,58,26,919","46,28,430","1,47,42,351","1,32,32,119","48,820","7,906",149,330,"67,024","1,46,25,37,601","3,51,63,24,985","1,39,36,34,744","3,67,50,15,145","1,05,16,07,746","2,49,96,95,081","64,14,17,178","1,06,56,01,026","71,036","3,94,249","20,70,00,000",48,25,Wilderburg
5651181,Lascual,106,355714,phx1,"4,82,07,810","4,82,21,534",,"3,83,194","1,96,478","1,18,21,987","38,639","4,940","19,527","3,16,852","3,236","1,60,80,301","32,87,670","1,55,64,326","1,32,73,193","12,341","1,044",,5,"33,140","2,32,83,74,806","2,28,33,34,148","2,20,32,70,445","2,27,09,33,870","1,51,35,06,128","1,40,09,40,945","54,17,98,181","74,98,59,920","3,700","1,53,957",,,25,Wilderburg
4840744,Cold9195,106,355714,phx1,"4,81,67,881","4,81,76,813",,"12,40,688","4,39,761","3,14,74,722","5,684","44,453","26,041","11,10,146","54,364","1,38,61,706","62,90,230","1,38,07,308","1,42,08,637","24,677","1,612",,1,"24,518","2,26,78,42,599","2,73,69,02,826","2,11,27,26,353","2,77,17,51,319","1,37,31,10,176","1,76,56,77,888","90,94,57,090","1,02,81,98,442",68,"2,41,587","1,05,20,000",3,25,Springwardens
4004042,Sprouse,106,197524,MLS,"4,72,54,794","4,72,54,794","7,68,120","1,58,20,518","9,88,988","7,61,93,326","9,04,969","1,14,853","4,57,316","1,12,55,796","30,74,592","1,33,36,278","46,43,880","1,36,45,736","1,56,28,900","19,040","7,549",4,47,"39,651","1,15,87,73,926","2,03,91,09,602","1,17,20,78,405","2,10,98,56,414","88,26,77,461","1,61,93,35,953","62,27,28,135","76,66,68,617",70,"1,79,757",,,25,League of Order
5301087,Ironman mk3,106,197524,MLS,"4,70,42,803","4,70,56,103","7,59,563","54,87,293","72,576","4,17,45,900","6,59,262","2,63,484","3,10,381","33,40,977","9,11,161","1,31,12,434","27,76,370","1,51,21,065","1,60,32,934","5,850","2,544",1,19,"23,514","1,26,85,09,344","2,42,18,36,620","1,05,35,47,915","2,42,36,07,263","1,09,23,80,318","1,77,16,48,110","67,33,66,670","88,61,66,988",64,"2,38,350","52,11,28,724",200,25,League of Order
10136567,Ваня 2,106,197524,MLS,"4,58,19,120","4,58,19,120","4,94,345","1,12,57,664","7,14,207","8,64,44,814","5,67,034","1,70,923","4,68,146","71,63,710","28,61,968","1,52,92,869","52,25,740","1,28,83,944","1,24,16,567","49,443","5,536",16,18,"45,358","2,74,28,46,326","4,36,17,85,224","2,67,96,37,557","4,34,87,63,275","1,64,12,99,968","3,04,89,51,716","92,63,80,290","1,73,64,87,191","50,225","2,36,345","59,96,74,069",132,25,Springwardens
5518017,Nicy,106,197524,MLS,"4,56,77,929","4,56,77,929","8,10,159","1,25,62,742","91,551","5,03,77,127","10,15,421","7,45,553","9,70,260","80,21,359","17,28,728","1,61,90,213","43,31,800","1,31,50,607","1,20,05,309","27,798","3,334",80,351,"68,071","1,60,71,48,639","1,13,60,76,283","1,54,30,72,691","1,16,69,23,801","1,27,08,97,996","77,34,08,623","74,88,09,080","35,54,57,102",486,"89,529","27,63,33,816",81,25,Springwardens
8529416,Brain freeze,106,197524,MLS,"4,56,26,779","4,56,26,779",,"17,33,298","26,281","1,91,17,532","2,28,739","58,464","12,804","14,26,308",0,"1,59,68,214","41,12,780","1,09,26,200","1,46,19,585","15,210",970,15,2,"25,421","1,24,30,71,870","2,24,28,27,070","1,28,96,45,926","2,36,47,73,005","1,00,00,64,027","1,65,46,68,961","58,13,46,230","79,03,70,482","2,094","1,22,140","26,12,08,823",71,25,League of Order
8474062,Gehirnproblem,106,197524,MLS,"4,55,55,458","4,55,55,458",101,"15,31,634","12,915","1,97,88,411","15,174","87,857","23,014","13,95,282","5,539","1,57,57,184","42,72,220","1,09,06,008","1,46,20,046","16,969",901,16,4,"25,734","1,26,59,18,117","2,28,63,24,367","1,21,83,25,952","2,37,21,64,612","99,84,31,720","1,64,48,90,973","56,64,28,576","75,81,18,343","1,940","1,22,000","40,87,65,474",108,25,Wilderburg
12569951,Tutanchamun,106,274042,FlSG,"4,54,16,434","4,54,20,794",,"2,86,434","3,629","1,26,68,007","82,473","29,489","40,120","75,254","59,098","1,55,82,275","41,05,430","1,36,97,402","1,20,31,327","15,095",477,1,5,"24,790","1,59,39,45,032","2,74,53,37,792","1,65,80,46,342","2,77,53,83,603","1,27,87,86,643","2,03,43,09,539","45,67,32,552","86,21,01,218","12,368","2,10,020","21,35,08,798",72,25,League of Order
12237003,RE0,106,,,"4,50,17,506","4,50,17,506",,"1,72,78,649","1,87,551","4,56,53,390","16,54,474","5,64,073","17,17,858","1,20,20,776","13,13,855","1,03,35,532","55,84,480","1,63,70,557","1,27,26,937","33,158","3,716",15,325,"51,697","69,72,19,137","1,68,13,69,869","59,04,71,825","1,70,66,60,057","54,10,67,143","1,24,03,09,062","25,66,44,323","66,16,55,385",20,"3,19,422","33,41,16,413",93,25,Springwardens
7441270,Kragg Hurlenfer,106,197524,MLS,"4,44,58,551","4,44,58,551",,"77,44,903","16,29,181","4,30,18,067","3,95,025","4,05,506","4,04,047","59,79,654","4,46,796","1,37,69,607","42,64,230","1,06,18,776","1,58,05,938","19,058","2,765",81,134,"37,692","1,39,19,64,542","3,16,72,68,748","1,44,67,46,885","3,22,13,77,257","90,79,32,912","2,10,35,04,326","49,98,90,860","97,54,89,049","6,612","1,47,579","12,24,25,138",34,25,Wilderburg
5665491,Taraniiis,106,197524,MLS,"4,40,35,626","4,40,35,626","33,754","52,34,680","5,09,795","3,29,11,490","6,14,464","14,93,540","5,45,031","20,10,981","2,66,209","1,46,87,303","36,34,310","91,87,591","1,65,26,422","30,645","1,617",217,119,"30,387","98,75,04,121","1,14,37,73,600","98,61,82,778","1,20,59,52,600","70,06,39,053","78,21,90,850","27,02,33,852","36,64,54,250",40,"1,08,159",,,25,Springwardens
5079231,Yuthsean,106,197524,MLS,"4,29,38,240","4,59,27,920","7,58,027","1,44,08,796","8,26,453","4,91,17,982","12,38,786","6,97,984","18,99,223","88,27,330","16,16,881","1,42,24,660","48,55,000","80,30,784","1,58,27,796","26,608","3,263",177,337,"38,994","1,88,99,34,450","2,83,82,61,182","1,82,98,64,726","2,88,05,01,877","1,08,45,08,661","1,77,91,77,018","50,08,05,697","90,38,80,938","4,197","1,28,931","12,13,97,095",46,25,Wilderburg
6480281,CP THE DUDE,106,355714,phx1,"4,17,83,686","4,17,86,042","2,70,400","47,37,728","6,51,064","4,95,21,341","1,06,308","66,880","2,45,684","35,27,085","7,81,800","1,19,19,115","51,15,360","1,15,63,644","1,31,85,567","44,246","5,007",6,16,"35,156","1,16,00,92,267","2,83,35,79,126","1,16,62,31,746","2,83,72,06,101","80,87,64,628","1,81,12,94,095","62,84,60,193","1,00,54,55,980","17,746","1,73,547",,,25,League of Order
5030671,Kurt Murt,106,355714,phx1,"4,13,33,303","4,13,37,727","5,84,881","4,60,76,527","6,81,672","13,97,12,121","4,78,140","3,61,511","16,59,629","3,93,96,743","41,49,452","1,01,64,818","64,72,600","1,08,97,095","1,37,98,790","47,581","16,496",2,455,"57,593","50,69,55,483","2,67,74,60,168","76,23,58,785","2,91,15,27,720","76,26,40,139","1,96,39,37,528","48,91,51,773","1,15,63,57,324",73,"7,86,859","6,74,93,882",38,24,League of Order
16140740,Raen De Leon,106,355714,phx1,"4,03,89,628","4,03,98,488","23,557","22,58,766","68,111","1,68,87,841","2,85,257","3,13,129","7,70,236","7,50,003","1,07,023","1,52,70,054","43,28,200","1,06,51,969","1,01,39,405","25,950","1,545",51,54,"12,210","1,19,38,70,682","2,88,30,24,623","1,13,35,62,532","2,97,39,93,953","79,89,39,420","1,95,58,98,905","35,48,98,650","76,81,93,665","20,661","3,16,289","86,337",1,25,Springwardens
5069258,ᴺᵉʷᶜᵒᵐᵉʳSean,106,197524,MLS,"3,88,49,365","3,88,49,365","17,40,641","1,97,09,473","1,15,512","3,63,90,377","24,13,208","20,47,031","23,17,653","1,13,88,256","14,05,697","1,25,45,421","46,70,030","1,16,33,019","1,00,00,895","21,804","1,637",232,998,"37,882","98,56,07,069","93,82,16,111","96,89,95,007","93,67,15,712","59,43,78,308","61,89,75,701","48,19,29,678","32,34,18,701","1,073","46,078","3,30,30,405",17,25,League of Order
5108953,Diedra of Amber,106,197524,MLS,"3,78,89,047","3,78,89,047",,"3,34,974","34,410","44,14,160","70,712","87,025","1,01,850","73,333",0,"1,16,28,550","36,92,290","1,41,80,194","83,88,013","5,328",647,4,4,"23,465","1,32,56,23,229","1,16,05,71,300","1,32,55,00,354","1,14,58,15,600","1,27,89,40,094","87,65,31,450","47,72,42,273","38,15,81,250","1,329","1,13,210",,,25,Springwardens
11865774,sammyfrm,106,274042,FlSG,"3,76,14,620","3,76,14,620",,"2,92,328","4,167","82,90,950","92,836",531,"2,606","1,56,700","39,423","1,40,26,451","37,02,070","1,09,62,056","89,24,043","10,005",444,1,6,"15,989","1,08,58,32,924","2,15,76,91,611","1,09,63,96,762","2,17,70,62,583","89,53,44,074","1,57,29,04,707","35,05,03,646","62,34,48,150","1,040","96,615","8,86,41,661",48,25,League of Order
4459867,Bjara,106,355714,phx1,"3,74,09,777","3,74,09,777",,"5,66,781","1,06,429","39,77,871","26,301","14,458","43,711","4,69,547","5,378","1,06,74,253","19,46,750","1,12,59,099","1,35,29,675",732,269,1,27,"14,224","1,37,97,02,387","1,02,90,83,332","1,31,10,58,490","1,03,05,64,744","1,10,41,70,138","79,06,86,172","59,46,51,360","52,75,96,750",80,"1,82,236",,,25,League of Order
15270684,Scott Too,106,197524,MLS,"3,71,34,607","3,71,34,607","1,54,197","89,90,897","3,509","5,55,17,775","1,03,735","6,212","6,947","71,33,928","17,40,075","1,23,95,622","44,42,880","1,08,77,892","94,18,213","30,829","4,170",,41,"27,964","76,38,89,273","3,19,17,76,456","79,11,92,121","3,28,15,30,955","61,79,82,690","2,31,09,98,583","26,79,45,904","1,03,78,97,769",,"1,82,284","12,76,57,568",47,25,Springwardens
15549454,LoveZX,106,355714,phx1,"3,68,50,546","3,68,50,546",,"2,01,799","1,04,247","1,25,69,652","7,421","10,517","9,798","1,49,190","24,438","1,13,00,821","51,52,860","91,11,658","1,12,85,207","17,825",602,1,,"15,045","83,82,33,912","2,52,30,82,010","76,24,59,685","2,66,70,61,763","59,56,47,457","1,68,74,23,211","42,88,43,374","74,16,36,871",,"2,22,521",,,24,League of Order
7637806,MiniShine,106,355714,phx1,"3,65,04,172","3,65,04,172",,"14,71,940","4,508","2,65,90,361","2,59,669","13,807","7,954","6,86,359","5,04,151","94,88,341","29,77,790","1,16,45,755","1,23,92,286","21,349","2,076",,5,"18,442","1,11,24,05,494","1,46,55,25,712","1,12,62,15,427","1,51,46,44,739","84,34,25,365","1,01,17,26,714","46,80,69,630","55,98,20,583",716,"69,836",,,25,Springwardens
13327071,Frostifarm,106,197524,MLS,"3,59,90,677","3,59,90,677",,"60,314","75,722","1,36,23,276","5,621","1,000",52,"41,512","11,129","1,31,07,737","40,32,310","88,24,302","1,00,26,328","16,144",494,2,2,"13,717","87,99,39,413","2,32,43,63,001","88,69,96,837","2,42,57,42,194","71,49,80,118","1,68,24,50,328","37,26,75,240","66,51,95,150","1,440","1,05,720","60,40,268",3,25,Wilderburg
12718366,Haremhab,106,274042,FlSG,"3,57,96,160","3,57,96,160",,"6,94,768","17,903","85,51,842","5,14,530","6,872","40,516","86,791","46,059","1,40,41,955","36,67,490","97,45,940","83,33,079","9,633",406,,3,"15,549","98,44,98,200","2,16,89,32,708","95,92,60,061","2,20,26,13,577","79,69,96,912","1,60,24,78,255","34,64,66,928","60,99,34,900",580,"44,333","2,71,30,943",19,25,League of Order
14891273,dantonq,106,197524,MLS,"3,44,27,216","3,44,27,216","2,95,786","55,27,948","5,995","1,59,26,785","40,62,276","8,088","24,315","11,72,100","2,61,169","1,33,30,954","29,83,390","86,65,040","94,47,832","4,301","1,718",,6,"15,140","1,51,67,17,999","3,31,44,43,715","1,47,37,86,549","3,33,65,57,835","80,50,34,065","2,09,69,13,132","40,83,05,948","72,71,31,509",266,"1,62,532","1,62,95,54,167",411,25,Wilderburg
5114569,LichKing,106,197524,MLS,"3,33,51,467","3,34,51,528",,"4,64,152","2,40,629","78,31,012","1,60,744","1,00,005","29,575","95,628","73,597","1,15,27,062","21,98,300","51,79,796","1,44,46,309","5,645",705,2,,"31,729","1,01,23,28,631","79,17,26,566","98,26,64,063","78,24,44,187","76,93,03,218","56,71,24,565","31,58,19,085","28,32,45,700",120,"81,078",,,25,League of Order
14891346,Heiimdall 2,106,197524,MLS,"3,24,66,866","3,25,22,068","2,42,812","41,27,806","1,71,844","1,89,75,167","31,57,786",504,"5,535","7,96,595","1,66,664","1,36,14,793","35,61,320","71,93,801","80,96,952","9,123","1,892",,3,"13,383","1,13,03,44,898","2,55,47,14,982","1,03,76,86,097","2,46,07,12,323","77,81,22,922","1,82,02,21,642","50,49,60,232","65,40,37,372",493,"1,59,386","24,77,76,702",53,25,League of Order
5079171,Thierry 007,106,197524,MLS,"3,11,39,089","3,12,20,713","4,27,966","25,51,378","2,25,347","2,88,59,967","2,21,434","19,396","10,920","13,93,651","8,89,658","1,24,86,897","32,44,650","86,13,212","67,94,330","17,171","2,104",20,17,"11,879","97,55,91,055","2,21,99,38,304","97,61,92,506","2,19,10,49,739","90,59,59,477","1,64,48,83,394","39,24,54,015","58,28,35,502",50,"1,14,108",,,25,League of Order
4966439,Lord williams,106,355714,phx1,"3,02,16,668","3,02,16,668",,"62,99,479","3,06,165","2,81,13,211","3,10,212","2,15,766","3,89,527","50,00,948","3,82,686","70,43,006","37,01,200","97,74,187","96,98,275","8,100","2,268",2,105,"26,809","45,95,60,885","83,29,44,481","45,95,88,040","83,74,46,901","43,50,45,787","63,70,80,559","32,02,95,210","29,57,08,520",10,"1,00,306","64,56,542",4,24,League of Order
5065459,LolloDiva,106,197524,MLS,"2,97,44,109","2,97,44,109",,"3,88,159","4,14,133","2,65,61,926","15,804","42,922","61,231","2,49,991","18,211","1,18,73,072","37,91,390","1,05,38,404","35,41,243","23,719","1,150",,2,"8,757","53,84,05,589","2,09,73,99,412","36,47,18,884","2,00,33,06,051","50,02,76,357","1,41,80,50,042","18,02,38,211","51,11,17,681",70,"2,04,751",,,25,League of Order
15270280,Carrascox6,106,197524,MLS,"2,95,39,951","2,95,67,691","27,90,373","1,14,42,513","7,542","5,08,30,200","2,25,858",1,"1,756","1,03,62,251","8,50,865","79,67,214","35,57,250","1,01,32,738","78,77,173","11,366","2,771",,9,"15,573","1,28,67,87,648","3,03,40,23,367","1,21,15,81,045","3,03,62,91,581","83,81,94,588","1,99,87,69,465","42,10,70,027","87,88,57,679",20,"1,26,396","71,82,89,488",457,24,League of Order
4951120,Ezio Auditore,106,197524,MLS,"2,89,53,492","3,07,84,040","12,83,790","3,88,39,126","76,268","4,88,70,113","33,45,086","9,95,005","43,27,984","2,87,93,824","12,45,534","1,07,23,294","31,46,040","73,35,601","77,48,557","20,898","2,172",90,"1,561","57,218","66,17,70,949","33,39,05,541","59,84,84,318","39,66,79,067","45,05,45,078","26,79,44,324","29,86,18,270","22,27,46,014","5,883","36,250","4,15,62,950",13,25,Wilderburg
5094705,Thir Thengel,106,197524,MLS,"2,87,03,987","2,87,05,867",,"4,21,786","92,701","1,47,73,724","79,425","1,07,308","31,188","1,54,947","16,446","94,43,878","29,97,930","84,61,926","78,00,253","7,696",833,18,71,"30,326","89,41,73,848","97,31,05,415","93,73,82,883","1,01,57,29,684","63,38,92,856","65,21,90,234","30,23,96,717","30,01,78,870",20,"42,822",,,25,Springwardens
5054046,DI,106,197524,MLS,"2,84,19,075","2,84,19,075",,"3,72,98,671","4,35,279","4,53,23,786","57,11,757","61,19,384","70,16,853","1,62,83,645","17,67,002","90,21,616","24,37,290","83,10,655","86,49,514","16,422","8,630",438,919,"35,750","66,16,54,217","9,73,44,000","63,96,34,140","9,86,77,000","48,23,19,756","5,49,36,000","36,37,67,744","1,11,68,000",325,"2,000","1,27,93,116",12,24,League of Order
15989486,Greenbird,106,355714,phx1,"2,83,37,259","2,83,37,259",,"25,88,495","1,32,895","3,44,69,622","46,106","1,038","4,884","21,71,519","3,64,326","87,86,602","36,85,060","80,07,186","78,58,411","14,033","3,087",,10,"14,540","1,17,83,23,962","2,47,71,73,020","1,17,40,48,295","2,50,71,01,684","69,53,32,570","1,53,76,91,948","47,96,23,265","66,29,54,815","3,401","91,717","40,81,10,562",185,25,League of Order
657773,SpikeyDog,106,197524,MLS,"2,82,72,661","2,82,72,661",,"14,64,435","1,21,888","1,33,10,693","46,657","61,816","3,13,179","10,31,583",971,"1,40,92,192","20,28,970","82,21,970","39,29,529","1,428","1,471",,13,"15,998","79,89,65,558","52,65,34,000","76,87,82,603","52,63,17,000","71,53,03,181","37,76,64,500","13,96,38,280","11,02,36,000",60,"91,508",,,25,Springwardens
15581958,ZX2TY,106,355714,phx1,"2,77,60,029","2,77,60,029",,"13,767","3,917","1,04,79,920","3,235","1,493","4,912","4,116",0,"80,72,809","36,16,740","77,20,886","83,49,594","11,639",658,,,"9,504","59,97,04,342","1,90,23,90,882","57,78,01,947","2,00,67,19,065","42,89,18,463","1,22,89,79,574","36,27,14,493","58,18,65,200",,"1,42,371","4,65,38,484",16,24,Springwardens
5091364,M4Dcevyn ᴱᵀ,106,,,"2,67,18,105","2,67,18,105",,"65,28,508","1,45,955","1,64,54,135","1,69,837","7,25,520","11,25,560","40,36,628","4,38,693","94,48,222","25,42,380","68,25,242","79,02,261","13,205","2,068",12,200,"34,653","48,93,77,863","2,68,86,000","48,00,77,916","3,12,16,000","35,68,04,909","1,75,10,000","20,33,95,468","1,46,74,000",71,"6,300",,,25,Wilderburg
8442604,MURRØK,106,197524,MLS,"2,62,78,708","2,62,78,708","69,780","41,19,390","3,92,967","1,79,99,802","14,18,407","40,873","24,047","23,77,946","2,58,046","75,10,022","35,85,600","69,11,488","82,71,598","10,438",468,1,6,"10,852","1,03,62,27,689","2,34,73,39,307","95,65,78,717","2,38,58,89,691","86,35,90,029","1,77,39,40,083","38,04,41,195","61,38,04,369",,"1,53,124","1,81,33,10,854",649,24,Wilderburg
4822968,ˣ Luv,106,197524,MLS,"2,51,77,570","2,52,43,542","4,63,345","45,87,189","72,150","1,38,84,090","3,74,659","1,91,804","6,72,871","30,81,549","2,28,479","92,53,401","33,90,820","58,14,023","67,19,326","13,630","1,198",31,104,"31,445","60,80,92,016","66,20,10,955","59,47,19,946","65,62,39,998","32,45,76,459","43,14,80,378","22,51,16,289","19,91,53,532",150,"17,568","25,50,000",1,25,League of Order
4929805,MeRcY,106,197524,MLS,"2,43,71,471","2,43,71,471","13,00,798","54,78,662","2,83,386","2,10,45,850","8,08,614","4,97,048","5,64,528","17,80,153","17,94,746","94,87,406","33,13,080","50,74,951","64,96,034","5,828","1,610",22,235,"39,921","97,79,93,908","89,02,22,120","1,12,28,78,116","1,01,71,48,436","83,03,47,430","72,28,82,767","33,60,80,739","27,76,27,263",921,"1,25,263","37,77,417",4,24,League of Order
4963292,Dr LUFFY,106,197524,MLS,"2,43,34,549","2,86,61,597",,"59,10,291","1,60,307","2,47,16,419","5,73,010","11,57,814","12,77,001","28,59,404","23,746","81,16,663","24,72,550","5,56,317","1,31,89,019","11,488","3,110",15,233,"35,013","76,13,42,967","45,24,67,527","80,52,64,064","48,66,54,697","53,58,22,839","30,80,01,029","28,98,27,886","25,49,21,639",384,"71,780","8,88,871",2,25,League of Order
14993803,Pəarcɛy,106,197524,MLS,"2,31,48,421","2,31,48,421","6,15,642","5,77,380","47,895","1,50,41,889","90,922",55,154,"4,11,105","74,339","84,66,872","26,62,780","45,01,770","75,16,999",816,742,1,8,"10,442","1,24,33,55,841","2,40,02,99,766","1,19,51,18,071","2,47,72,65,443","99,98,90,697","1,81,27,95,732","14,62,14,182","46,21,36,662",67,"1,47,476","2,06,34,15,263",729,24,League of Order
14875185,LS24,106,355714,phx1,"2,06,70,926","2,06,70,926","59,317","22,63,515","1,87,866","1,76,85,311",192,782,"3,283","20,31,775","2,27,285","52,57,702","32,79,260","94,26,711","27,07,253","5,723","1,213",,4,"18,299","8,83,79,427","1,59,55,15,236","6,61,22,371","1,65,31,41,184","7,87,74,319","1,05,69,84,405","5,09,03,815","42,36,36,132",,"1,97,233","46,57,64,033",243,24,Springwardens
5365176,MagicalHP,106,355714,phx1,"2,06,67,478","2,06,67,478",,"3,20,233","1,95,548","47,68,759","9,417","12,485","8,372","2,27,158","62,801","74,69,464","14,72,050","68,69,672","48,56,292",511,410,,2,"13,165","55,42,73,578","1,08,54,87,664","45,88,22,538","1,09,09,31,486","49,85,10,717","83,40,91,567","24,88,26,736","34,58,36,600",,"71,270","1,69,987",1,24,League of Order
15467911,Zickchenfarm,106,274042,FlSG,"2,05,50,763","2,05,50,763",,"70,216",,"71,02,551","1,428","38,697","30,091",0,0,"54,55,889","30,29,980","60,46,970","60,17,924","6,541",462,,,"3,842","42,48,27,390","1,18,37,03,134","45,17,95,667","1,26,10,73,092","39,98,61,589","85,54,57,561","25,28,65,253","41,69,93,760",240,"51,990","54,00,000",2,23,Wilderburg
15412374,Zickchen,106,274042,FlSG,"2,02,84,530","2,02,84,530",,"31,881","1,616","66,94,388","3,062","27,272",0,525,0,"53,25,706","28,69,940","60,36,706","60,52,178","6,452",472,7,1,"3,521","40,66,02,892","1,13,27,00,919","43,54,32,536","1,21,35,79,142","35,62,53,378","81,65,45,938","26,60,57,039","40,26,21,449",80,"50,300","56,64,835",3,23,League of Order
7314667,Ironman mk5,106,197524,MLS,"1,96,76,155","1,96,76,155","6,975","1,06,080","50,312","24,01,563","7,342","15,915","50,535","21,853","10,435","67,19,247","15,53,480","47,85,704","66,17,724",986,243,,1,"7,547","48,80,09,609","1,13,98,68,122","39,55,67,452","1,17,19,39,436","34,55,63,040","79,25,71,213","30,30,84,861","29,28,00,363",20,"70,710","46,10,64,328",201,23,League of Order
16884783,sleepymini909,106,197524,MLS,"1,95,14,046","1,95,14,046","5,04,975","7,23,184","16,470","1,05,81,901","3,018","3,676",847,"5,28,189","1,86,786","45,20,322","31,24,440","65,74,042","52,95,242","4,786",517,,4,"10,338","70,11,12,672","1,73,85,65,654","59,62,19,931","1,71,65,37,979","55,74,86,772","1,23,99,29,143","15,68,88,838","41,46,57,026",180,"1,31,338","1,33,00,82,788",528,23,Wilderburg
15455843,Ironman mk2,106,197524,MLS,"1,90,94,021","1,90,94,021","10,241","20,091",,"21,79,444",900,0,0,"17,195","1,996","82,41,686","14,74,070","36,15,410","57,62,855",275,238,,,"8,484","51,69,59,042","1,53,20,74,028","26,81,66,456","1,44,95,16,956","33,50,63,443","1,00,93,49,906","37,16,72,191","38,31,72,050",,"61,843","23,20,00,000",116,24,Wilderburg
10848319,Lil spidey,106,197524,MLS,"1,88,27,733","2,04,76,786","1,84,000","21,74,269","5,36,407","1,69,44,336","1,15,698","75,138","1,81,210","15,13,189","2,64,750","65,08,703","25,59,070","33,49,581","64,10,379","3,576","1,209",51,5,"15,815","2,26,80,82,400","2,92,96,85,364","1,59,64,93,906","2,51,54,95,649","1,07,29,03,274","1,66,77,17,882","27,80,93,918","39,50,98,794",10,"1,06,620","2,83,42,48,793","1,037",24,League of Order
5142444,VoLdOrAk,106,274042,FlSG,"1,87,71,727","1,87,71,727",,"5,34,079","76,658","84,43,761","50,325","89,075","52,864","2,72,498","20,173","55,46,473","32,08,800","54,75,196","45,41,258","5,573",459,23,52,"22,747","55,36,53,840","20,07,14,100","52,99,08,893","19,90,95,100","36,47,54,298","13,89,54,200","22,24,49,193","5,48,71,250",30,577,,,23,League of Order
5107105,By Baron,106,197524,MLS,"1,86,29,133","2,53,06,954","2,83,941","3,97,800","1,29,752","1,17,46,607",323,"2,188","4,123","3,70,007","20,523","99,39,069","38,63,670","2,44,932","45,81,462","18,679",971,1,,"12,418","62,11,22,198","1,89,59,70,498","50,36,89,340","1,87,06,66,343","34,33,61,478","1,17,15,15,348","13,61,80,347","42,06,92,998",200,"1,00,974",,,25,League of Order
16019137,Гэндальф,106,197524,MLS,"1,83,36,159","1,83,36,159","99,957","2,44,326","37,015","96,11,582","7,748",173,"2,643","2,04,349","26,683","69,06,783","35,10,470","45,37,964","33,80,942","11,557","2,016",,,"5,714","62,80,28,308","1,93,47,40,238","64,99,66,726","2,00,67,56,102","45,27,91,950","1,37,02,97,606","44,39,93,143","73,77,64,493","7,747","1,32,358","2,34,00,000",9,24,League of Order
5106123,Скибыч,106,,,"1,79,50,738","1,81,29,394",,"12,41,880","1,96,271","1,51,81,374","1,03,927","94,757","2,13,195","7,70,126","53,010","73,51,454","21,62,240","39,98,212","44,38,832","5,519","1,652",11,55,"18,370","74,02,30,622","5,74,27,536","78,04,12,978","5,77,45,441","59,06,99,669","4,68,33,869","20,77,60,402","80,53,750",98,"2,320",,,25,Wilderburg
4926894,Coco Rujiヾ,106,,,"1,77,42,022","2,28,47,589",,"96,62,265","1,19,472","1,28,52,023","7,29,379","8,61,431","12,87,945","65,15,260","2,11,082","1,04,88,324","16,88,400","1,53,933","54,11,365","11,519","1,334",69,38,"44,412","52,51,31,490","11,95,44,000","65,28,76,307","11,87,46,000","42,65,94,742","8,81,67,500","18,10,06,447","3,85,68,000",44,"15,865","1,87,82,766",11,25,League of Order
5077002,Åndręśš,106,197524,MLS,"1,75,96,423","1,75,96,423",,"3,26,911","65,563","37,60,468","79,077","1,36,644","75,423","18,429",0,"45,93,177","33,29,990","50,31,139","46,42,117","7,397",242,30,17,"9,342","40,62,16,069","71,91,36,455","32,72,62,862","71,73,13,355","26,69,19,608","52,95,36,652","5,73,90,624","26,15,77,480",,"1,40,443",,,23,League of Order
5113186,Drchapel,106,274042,FlSG,"1,74,18,660","1,74,18,660",,"17,42,569","1,31,229","47,34,478","3,98,720","5,41,894","4,02,757","2,00,164",0,"90,66,606","18,84,940","24,99,797","39,67,317","4,778",870,154,10,"8,776","42,10,37,578","53,31,76,960","43,02,51,598","52,69,02,310","34,17,87,239","37,01,96,049","6,62,49,062","11,93,24,270",510,"93,241",,,25,League of Order
5082655,ʳʰˢVow3L,106,,,"1,73,93,477","1,73,93,477",,"25,18,441","1,51,162","86,31,734","4,46,187","2,70,816","4,11,893","12,84,685","85,832","52,01,018","21,72,430","53,31,989","46,84,640","5,516",530,7,61,"18,329","24,23,37,410","28,97,20,099","25,66,56,987","28,19,50,099","20,80,08,500","20,34,65,279","10,61,64,668","8,91,93,799",50,"30,736","26,00,000",1,23,League of Order
